CC_ID,CLUSTER_ID,FIRE_COUNT,TOTAL_TESTS
abdominal_pain,CL_ABD_APPENDICITIS,0,0
abdominal_pain,CL_ABD_CHOLECYSTITIS,0,0
abdominal_pain,CL_ABD_PANCREATITIS,0,0
abdominal_pain,CL_ABD_BOWEL_OBSTRUCTION,0,0
abdominal_pain,CL_ABD_DIVERTICULITIS,0,0
abdominal_pain,CL_ABD_GASTROENTERITIS,0,0
abdominal_pain,CL_ABD_CONSTIPATION,0,0
allergic_rhinitis,CL_AR_PRIMARY,0,0
allergic_rhinitis,CL_AR_SECONDARY,0,0
allergic_rhinitis,CL_AR_BENIGN,0,0
allergic_rhinitis,CL_SP_ACUTE_BACTERIAL_SINUSITIS,0,0
allergic_rhinitis,CL_SP_ALLERGIC_RHINITIS,0,0
allergic_rhinitis,CL_SP_VIRAL_RHINOSINUSITIS,0,0
anxiety,CL_ANX_PANIC_ATTACK,0,0
anxiety,CL_ANX_SUBSTANCE_RELATED,0,0
anxiety,CL_ANX_ADJUSTMENT_STRESS,0,0
back_pain,CL_BACK_CAUDA_EQUINA,0,0
back_pain,CL_BACK_SPINAL_EPIDURAL_ABSCESS,0,0
back_pain,CL_BACK_FRACTURE,0,0
back_pain,CL_BACK_SPRAIN_STRAIN,0,0
cardio_chest_pain,CL_CCP_ACS,0,0
cardio_chest_pain,CL_CCP_PE,0,0
cardio_chest_pain,CL_CCP_PLEURISY,0,0
cardio_chest_pain,CL_CCP_MSK,0,0
cardio_chest_pain,CL_CCP_GERD,0,0
cardio_chest_pain,CL_CCP_PERICARDITIS,0,0
cardio_leg_swelling,CL_LGSW_DVT,0,0
cardio_leg_swelling,CL_LGSW_CHF_VOLUME,0,0
cardio_leg_swelling,CL_LGSW_CELLULITIS,0,0
cardio_leg_swelling,CL_LGSW_VENOUS,0,0
cardio_palpitations,CL_PALP_SVT_AF,0,0
cardio_palpitations,CL_PALP_PANIC_STIMULANT,0,0
cardio_palpitations,CL_PALP_THYROID_RELATED,0,0
cardio_palpitations,CL_PALP_BENIGN,0,0
chest_pain,CL_CP_MI,0,0
chest_pain,CL_CP_PE,0,0
chest_pain,CL_CP_PNEUMOTHORAX,0,0
chest_pain,CL_CP_GERD,0,0
chest_pain,CL_CP_COSTOCHONDRITIS,0,0
chest_pain,CL_CP_PERICARDITIS,0,0
chest_pain,CL_CP_AAA,0,0
cough,CL_C_PRIMARY,0,0
cough,CL_C_SECONDARY,0,0
cough,CL_C_BENIGN,0,0
cough,CL_C_VIRAL_URI,0,0
cough,CL_C_ASTHMA_EXACERBATION,0,0
cough,CL_C_PNEUMONIA,0,0
cough,CL_C_COPD_EXACERBATION,0,0
cough,CL_C_GERD,0,0
dental_pain,CL_DP_PRIMARY,0,0
dental_pain,CL_DP_SECONDARY,0,0
dental_pain,CL_DP_BENIGN,0,0
derm_allergic_reaction,CL_DALRG_URTICARIA,0,0
derm_allergic_reaction,CL_DALRG_ANAPHYLAXIS,0,0
derm_cellulitis,CL_DCELL_CELLULITIS,0,0
derm_cellulitis,CL_DCELL_ABSCESS,0,0
derm_cellulitis,CL_DCELL_NEC_FAS,0,0
derm_rash,CL_DRSH_SJS_TEN,0,0
derm_rash,CL_DRSH_MENINGOCOCCEMIA,0,0
derm_rash,CL_DRSH_VASCULITIC,0,0
derm_rash,CL_DRSH_DRUG_EXANTHEM,0,0
derm_rash,CL_DRSH_VIRAL_EXANTHEM,0,0
derm_rash,CL_DRSH_TICKBORNE,0,0
derm_rash,CL_DRSH_URTICARIA,0,0
derm_rash,CL_RASH_STEVENS_JOHNSON,0,0
derm_rash,CL_RASH_ANAPHYLAXIS,0,0
derm_rash,CL_RASH_CELLULITIS,0,0
derm_rash,CL_RASH_VIRAL_EXANTHEM,0,0
derm_rash,CL_RASH_CONTACT_DERMATITIS,0,0
diarrhea,CL_DIARRHEA_DEHYDRATION,0,0
diarrhea,CL_DIARRHEA_INFECTIOUS_DIARRHEA,0,0
diarrhea,CL_DIARRHEA_C_DIFF,0,0
diarrhea,CL_DIARRHEA_VIRAL_GASTROENTERITIS,0,0
dysuria,CL_DYSURIA_CYSTITIS,0,0
dysuria,CL_DYSURIA_PYELONEPHRITIS,0,0
dysuria,CL_DYSURIA_STD_URETHRITIS,0,0
dysuria,CL_DYSURIA_IRRITANT_URETHRITIS,0,0
endo_hyperglycemia,CL_EHYPR_DKA_HHS,0,0
endo_hyperglycemia,CL_EHYPR_STRESS_HYPERGLYCEMIA,0,0
endo_hyperglycemia,CL_EHYPR_UNCONTROLLED_HYPERGLYCEMIA,0,0
endo_hypoglycemia,CL_EHYPO_SEVERE_HYPOGLYCEMIA,0,0
endo_hypoglycemia,CL_EHYPO_MILD_HYPOGLYCEMIA,0,0
endo_hypoglycemia,CL_EHYPO_MED_RELATED,0,0
endo_thyroid_symptoms,CL_ETHYR_HYPERTHYROID,0,0
endo_thyroid_symptoms,CL_ETHYR_HYPOTHYROID,0,0
endo_thyroid_symptoms,CL_ETHYR_THYROID_STORM,0,0
ent_ear_pain,CL_EAR_OTITIS_EXTERNA,0,0
ent_ear_pain,CL_EAR_AOM,0,0
ent_ear_pain,CL_EAR_PERFORATION,0,0
ent_ear_pain,CL_EAR_MASTOIDITIS,0,0
ent_epistaxis,CL_EPIX_ANTERIOR,0,0
ent_epistaxis,CL_EPIX_POSTERIOR,0,0
ent_nasal_congestion,CL_NC_VIRAL_URI,0,0
ent_nasal_congestion,CL_NC_ALLERGIC_RHINITIS,0,0
ent_nasal_congestion,CL_NC_BACTERIAL_SINUSITIS,0,0
ent_sinus_pressure,CL_SINUS_VIRAL,0,0
ent_sinus_pressure,CL_SINUS_BACTERIAL,0,0
ent_sinus_pressure,CL_SINUS_ORBITAL_RISK,0,0
ent_sinus_pressure,CL_SINUS_INTRACRANIAL_RISK,0,0
ent_sinus_pressure,CL_SINUS_IMMUNO_HIGH_RISK,0,0
ent_sore_throat,CL_ENT_EPIGLOTTITIS_LIKE,0,0
ent_sore_throat,CL_ENT_PTA,0,0
ent_sore_throat,CL_ENT_STREP_LIKE,0,0
ent_sore_throat,CL_ENT_MONO,0,0
ent_sore_throat,CL_ENT_VIRAL_PHARYNGITIS,0,0
environmental_heat_illness,CL_ENV_HEAT_STROKE,0,0
environmental_heat_illness,CL_ENV_HEAT_EXHAUSTION,0,0
environmental_heat_illness,CL_ENV_HEAT_CRAMPS_DEHYD,0,0
environmental_hypothermia_cold_exposure,CL_ENV_HYPO_SEVERE,0,0
environmental_hypothermia_cold_exposure,CL_ENV_FROSTBITE,0,0
environmental_hypothermia_cold_exposure,CL_ENV_HYPO_MILD,0,0
general_fatigue,CL_GFAT_VIRAL_ILLNESS,0,0
general_fatigue,CL_GFAT_ANEMIA_BLEED,0,0
general_fatigue,CL_GFAT_CARDIOPULMONARY,0,0
general_fatigue,CL_GFAT_ORTHOSTASIS,0,0
general_fatigue,CL_GFAT_SYSTEMIC_DISEASE,0,0
general_fatigue,CL_GFAT_BENIGN_FATIGUE,0,0
general_generalized_weakness,CL_GWEAK_STROKE_LIKE,0,0
general_generalized_weakness,CL_GWEAK_VIRAL_ILLNESS,0,0
general_generalized_weakness,CL_GWEAK_DEHYDRATION,0,0
general_generalized_weakness,CL_GWEAK_HYPOGLYCEMIA,0,0
general_generalized_weakness,CL_GWEAK_DECONDITIONING,0,0
general_nausea_malaise,CL_GNAUS_GASTROENTERITIS,0,0
general_nausea_malaise,CL_GNAUS_DEHYDRATION,0,0
general_nausea_malaise,CL_GNAUS_GI_BLEED,0,0
general_nausea_malaise,CL_GNAUS_CARDIAC_MIMIC,0,0
general_nausea_malaise,CL_GNAUS_PREG_RELATED,0,0
gi_abdominal_pain,CL_ABD_GASTROENTERITIS,0,0
gi_abdominal_pain,CL_ABD_APPENDICITIS,0,0
gi_abdominal_pain,CL_ABD_CHOLECYSTITIS,0,0
gi_abdominal_pain,CL_ABD_DIVERTICULITIS,0,0
gi_abdominal_pain,CL_ABD_PANCREATITIS,0,0
gi_abdominal_pain,CL_ABD_OBSTRUCTION,0,0
gi_acute_pancreatitis_like,CL_PANC_PANCREATITIS,0,0
gi_acute_pancreatitis_like,CL_PANC_GASTRITIS_ULCER,0,0
gi_acute_pancreatitis_like,CL_PANC_BILIARY,0,0
gi_constipation,CL_CONST_FUNCTIONAL,0,0
gi_constipation,CL_CONST_OBSTRUCTION,0,0
gi_diarrhea,CL_DIARR_VIRAL_GASTRO,0,0
gi_diarrhea,CL_DIARR_INVASIVE_BACTERIAL,0,0
gi_diarrhea,CL_DIARR_C_DIFF,0,0
gi_diarrhea,CL_DIARR_TRAVELERS,0,0
gi_dysphagia,CL_DYSPH_GERD_ESOPHAGITIS,0,0
gi_dysphagia,CL_DYSPH_STRICTURE,0,0
gi_dysphagia,CL_DYSPH_MALIGNANCY,0,0
gi_dysphagia,CL_DYSPH_IMPACTION,0,0
gi_gi_bleeding,CL_GIB_UPPER_GI,0,0
gi_gi_bleeding,CL_GIB_LOWER_GI,0,0
gi_jaundice,CL_JAUND_BILIARY_OBSTRUCTION,0,0
gi_jaundice,CL_JAUND_HEPATITIS,0,0
gi_vomiting,CL_VOM_GASTROENTERITIS,0,0
gi_vomiting,CL_VOM_GASTRITIS,0,0
gi_vomiting,CL_VOM_PANCREATITIS_LIKE,0,0
gu_dysuria_uti,CL_DUTI_CYSTITIS,0,0
gu_dysuria_uti,CL_DUTI_PYELONEPHRITIS,0,0
gu_dysuria_uti,CL_DUTI_STI_URETHRITIS,0,0
gu_flank_pain,CL_FLNK_NEPHROLITHIASIS,0,0
gu_flank_pain,CL_FLNK_PYELONEPHRITIS,0,0
gu_flank_pain,CL_FLNK_INFECTED_OBSTRUCTING_STONE,0,0
gu_flank_pain,CL_FLNK_MSK,0,0
gu_hematuria,CL_HEMU_STONE,0,0
gu_hematuria,CL_HEMU_UTI,0,0
gu_hematuria,CL_HEMU_ANTICOAG,0,0
gu_pelvic_pain_possible_ovarian_torsion,CL_PPOT_TORSION,0,0
gu_pelvic_pain_possible_ovarian_torsion,CL_PPOT_ECTOPIC,0,0
gu_pelvic_pain_possible_ovarian_torsion,CL_PPOT_PID,0,0
gu_pelvic_pain_possible_ovarian_torsion,CL_PPOT_CYST,0,0
gu_sti_exposure_discharge,CL_STID_GON_CHLAM,0,0
gu_sti_exposure_discharge,CL_STID_HERPES,0,0
gu_sti_exposure_discharge,CL_STID_PID,0,0
gu_testicular_pain,CL_TPAIN_TORSION,0,0
gu_testicular_pain,CL_TPAIN_EPIDIDYMITIS,0,0
gu_testicular_pain,CL_TPAIN_TRAUMA,0,0
gu_testicular_pain_prostatitis,CL_GU_TORSION,0,0
gu_testicular_pain_prostatitis,CL_GU_EPID_STI,0,0
gu_testicular_pain_prostatitis,CL_GU_EPID_ENTERIC,0,0
gu_testicular_pain_prostatitis,CL_GU_FOURNIER,0,0
gu_testicular_pain_prostatitis,CL_GU_HERNIA,0,0
gu_testicular_pain_prostatitis,CL_GU_PROSTATITIS,0,0
gu_testicular_pain_prostatitis,CL_GU_TRAUMA,0,0
gu_testicular_pain_prostatitis,CL_GU_VARICOCELE,0,0
gu_testicular_pain_prostatitis,CL_GU_STONE_REF,0,0
gu_testicular_pain_prostatitis,CL_GU_BENIGN_TP,0,0
gu_urinary_retention,CL_URET_BPH_OBSTRUCTION,0,0
gu_urinary_retention,CL_URET_NEUROGENIC,0,0
gu_urinary_retention,CL_URET_CLOT_RETENTION,0,0
gu_uti_symptoms,CL_GU_CYSTITIS,0,0
gu_uti_symptoms,CL_GU_PYELO,0,0
gu_uti_symptoms,CL_GU_UROSEPSIS,0,0
gu_uti_symptoms,CL_GU_PREGNANCY_UTI,0,0
gu_uti_symptoms,CL_GU_MALE_UTI,0,0
gu_uti_symptoms,CL_GU_IMMUNO,0,0
gu_uti_symptoms,CL_GU_HEMATURIA,0,0
gu_uti_symptoms,CL_GU_RENAL_STONE,0,0
gu_uti_symptoms,CL_GU_STI_MIMIC,0,0
gu_uti_symptoms,CL_GU_NO_UTI,0,0
gu_uti_symptoms,CL_DYSURIA_CYSTITIS,0,0
gu_uti_symptoms,CL_DYSURIA_PYELONEPHRITIS,0,0
gu_uti_symptoms,CL_DYSURIA_STD_URETHRITIS,0,0
gu_uti_symptoms,CL_DYSURIA_IRRITANT_URETHRITIS,0,0
gu_vaginal_bleeding,CL_VBLD_PREG_RELATED,0,0
gu_vaginal_bleeding,CL_VBLD_STRUCTURAL,0,0
gu_vaginal_bleeding,CL_VBLD_HORMONAL,0,0
gyn_pelvic_pain,CL_GYN_ECTOPIC,0,0
gyn_pelvic_pain,CL_GYN_TORSION,0,0
gyn_pelvic_pain,CL_GYN_PID,0,0
gyn_pelvic_pain,CL_GYN_RUPTURED_CYST,0,0
gyn_pelvic_pain,CL_GYN_ENDOMETRIOSIS,0,0
gyn_pelvic_pain,CL_GYN_FIBROIDS,0,0
gyn_pelvic_pain,CL_GYN_UTI_MIMIC,0,0
gyn_pelvic_pain,CL_GYN_APPENDICITIS,0,0
gyn_pelvic_pain,CL_GYN_SEPSIS,0,0
gyn_pelvic_pain,CL_GYN_BENIGN,0,0
headache,CL_HA_ICH,0,0
headache,CL_HA_MENINGITIS,0,0
headache,CL_HA_STROKE,0,0
headache,CL_HA_MIGRAINE,0,0
headache,CL_HA_BENIGN_TENSION,0,0
hyperglycemia,CL_GLU_DKA,0,0
hyperglycemia,CL_GLU_HHS,0,0
hyperglycemia,CL_GLU_UNCONTROLLED_DM,0,0
hyperglycemia,CL_GLU_STRESS_HYPERGLYCEMIA,0,0
id_animal_bite_wound_infection,CL_IDBW_CELLULITIS_BITE,0,0
id_animal_bite_wound_infection,CL_IDBW_HIGH_RISK_BITE,0,0
id_animal_bite_wound_infection,CL_IDBW_NEC_FAS,0,0
id_animal_bite_wound_infection,CL_IDBW_RABIES_EXPOSURE,0,0
id_animal_bite_wound_infection,CL_IDBW_SIMPLE_BITE,0,0
id_fever,CL_FEV_MENINGITIS,0,0
id_fever,CL_FEV_NEUTROPENIC,0,0
id_fever,CL_FEV_PNEUMONIA_SRC,0,0
id_fever,CL_FEV_URINARY_SRC,0,0
id_fever,CL_FEV_SKIN_SRC,0,0
id_fever,CL_FEV_VIRAL,0,0
id_flu_like,CL_IDFL_INFLUENZA_LIKE,0,0
id_flu_like,CL_IDFL_VIRAL_URI,0,0
id_flu_like,CL_IDFL_PNEUMONIA_RISK,0,0
id_flu_like,CL_IDFL_COMPLICATED_FLU,0,0
insomnia,CL_I_PRIMARY,0,0
insomnia,CL_I_SECONDARY,0,0
insomnia,CL_I_BENIGN,0,0
msk_back_pain,CL_BKPN_CAUDA_EQUINA,0,0
msk_back_pain,CL_BKPN_SPINAL_INFECTION,0,0
msk_back_pain,CL_BKPN_FRACTURE,0,0
msk_back_pain,CL_BKPN_CANCER_REDFLAG,0,0
msk_back_pain,CL_BKPN_RADICULAR,0,0
msk_back_pain,CL_BKPN_MECHANICAL,0,0
msk_joint_pain,CL_JTPN_SEPTIC_ARTHRITIS,0,0
msk_joint_pain,CL_JTPN_SPRAIN_STRAIN,0,0
msk_joint_pain,CL_JTPN_INFLAMMATORY,0,0
msk_joint_pain,CL_JTPN_REACTIVE,0,0
msk_joint_pain,CL_JTPN_DEGENERATIVE,0,0
msk_sprain_injury,CL_SINJ_FRACTURE_DISLOCATION,0,0
msk_sprain_injury,CL_SINJ_SPRAIN_STRAIN,0,0
msk_sprain_injury,CL_SINJ_NV_ISSUE,0,0
nasal_congestion,CL_SP_ACUTE_BACTERIAL_SINUSITIS,0,0
nasal_congestion,CL_SP_ALLERGIC_RHINITIS,0,0
nasal_congestion,CL_SP_VIRAL_RHINOSINUSITIS,0,0
neuro_confusion_ams,CL_AMS_METABOLIC_TOXIC,0,0
neuro_confusion_ams,CL_AMS_INFECTION,0,0
neuro_confusion_ams,CL_AMS_STROKE,0,0
neuro_dizziness_vertigo,CL_DIZV_BPPV,0,0
neuro_dizziness_vertigo,CL_DIZV_VESTIBULAR_NEURITIS,0,0
neuro_dizziness_vertigo,CL_DIZV_MENIERE,0,0
neuro_headache,CL_NHA_MIGRAINE,0,0
neuro_headache,CL_NHA_TENSION,0,0
neuro_headache,CL_NHA_SAH_LIKE,0,0
neuro_headache,CL_NHA_MENINGITIS_LIKE,0,0
neuro_headache,CL_NHA_GCA,0,0
neuro_headache,CL_NHA_SINUS_RELATED,0,0
neuro_seizure,CL_SEIZ_FIRST_TIME,0,0
neuro_seizure,CL_SEIZ_STATUS,0,0
neuro_seizure,CL_SEIZ_PROVOKED,0,0
neuro_seizure,CL_SEIZ_BREAKTHROUGH,0,0
neuro_syncope,CL_SYNC_VASOVAGAL,0,0
neuro_syncope,CL_SYNC_CARDIAC_SYNCOPE,0,0
neuro_syncope,CL_SYNC_BLEED_RELATED,0,0
neuro_weakness_numbness,CL_WKNUM_STROKE_TIA,0,0
neuro_weakness_numbness,CL_WKNUM_SPINAL_PROCESS,0,0
neuro_weakness_numbness,CL_WKNUM_PERIPHERAL,0,0
ophtho_eye_pain_foreign_body,CL_OEPFB_FOREIGN_BODY,0,0
ophtho_eye_pain_foreign_body,CL_OEPFB_ABRASION,0,0
ophtho_eye_pain_foreign_body,CL_OEPFB_KERATITIS,0,0
ophtho_eye_pain_foreign_body,CL_OEPFB_CHEMICAL_INJURY,0,0
ophtho_red_eye,CL_ORE_TRAUMA_CHEM,0,0
ophtho_red_eye,CL_ORE_KERATITIS,0,0
ophtho_red_eye,CL_ORE_UVEITIS_GLAUCOMA,0,0
ophtho_red_eye,CL_ORE_BACT_CONJ,0,0
ophtho_red_eye,CL_ORE_VIRAL_CONJ,0,0
ophtho_vision_loss,CL_OVL_RETINAL_DETACHMENT,0,0
ophtho_vision_loss,CL_OVL_VASCULAR_EVENT,0,0
ophtho_vision_loss,CL_OVL_ACUTE_GLAUCOMA,0,0
ophtho_vision_loss,CL_OVL_STROKE_VISUAL,0,0
ophtho_vision_loss,CL_OVL_TRAUMATIC_INJURY,0,0
ophtho_vision_loss,CL_OVL_MIGRAINE_AURA,0,0
ortho_trauma_fracture_dislocation,CL_OTFX_FRACTURE_DISLOCATION,0,0
ortho_trauma_fracture_dislocation,CL_OTFX_OPEN_FRACTURE,0,0
ortho_trauma_fracture_dislocation,CL_OTFX_NV_COMPROMISE,0,0
ortho_trauma_fracture_dislocation,CL_OTFX_SPRAIN_STRAIN,0,0
ortho_trauma_head_injury,CL_HI_ICH_RISK,0,0
ortho_trauma_head_injury,CL_HI_HIGH_RISK_NEURO,0,0
ortho_trauma_head_injury,CL_HI_DANGER_MECH,0,0
ortho_trauma_head_injury,CL_HI_CONCUSSION,0,0
ortho_trauma_head_injury,CL_HI_MINOR,0,0
ortho_trauma_laceration,CL_OTLAC_SIMPLE_LAC,0,0
ortho_trauma_laceration,CL_OTLAC_NEEDS_REPAIR,0,0
ortho_trauma_laceration,CL_OTLAC_TENDON_NERVE_INJURY,0,0
ortho_trauma_laceration,CL_OTLAC_INFECTION_RISK,0,0
ortho_trauma_laceration,CL_OTLAC_COSMETIC_RISK,0,0
psych_agitation_psychosis,CL_PAGIT_ACUTE_PSYCHOSIS,0,0
psych_agitation_psychosis,CL_PAGIT_SUBSTANCE_INDUCED,0,0
psych_agitation_psychosis,CL_PAGIT_DELIRIUM_MEDICAL,0,0
psych_agitation_psychosis,CL_PAGIT_AGITATION,0,0
psych_anxiety_panic,CL_PANIC_MEDICAL_MIMIC,0,0
psych_anxiety_panic,CL_PANIC_SUBSTANCE,0,0
psych_anxiety_panic,CL_PANIC_PRIMARY,0,0
psych_depression_suicidal_ideation,CL_PDEP_SUICIDE_RISK,0,0
psych_depression_suicidal_ideation,CL_PDEP_PSYCHOTIC_DEPRESSION,0,0
psych_depression_suicidal_ideation,CL_PDEP_SUBSTANCE_RELATED,0,0
psych_depression_suicidal_ideation,CL_PDEP_MAJOR_DEPRESSION,0,0
pulm_chest_tightness,CL_PCT_ASTHMA,0,0
pulm_chest_tightness,CL_PCT_PLEURISY,0,0
pulm_chest_tightness,CL_PCT_PNEUMONIA,0,0
pulm_cough,CL_PCO_VIRAL_BRONCHITIS,0,0
pulm_cough,CL_PCO_PNEUMONIA,0,0
pulm_cough,CL_PCO_ASTHMA_REACTIVE,0,0
pulm_cough,CL_PCO_POSTNASAL,0,0
pulm_cough,CL_PCO_GERD_COUGH,0,0
pulm_hemoptysis,CL_HEMO_BRONCHITIS,0,0
pulm_hemoptysis,CL_HEMO_PNEUMONIA,0,0
pulm_hemoptysis,CL_HEMO_PE,0,0
pulm_shortness_of_breath,CL_SOB_ASTHMA_COPD,0,0
pulm_shortness_of_breath,CL_SOB_PNEUMONIA,0,0
pulm_shortness_of_breath,CL_SOB_CHF,0,0
pulm_shortness_of_breath,CL_SOB_PE,0,0
pulm_wheezing,CL_WHZ_ASTHMA_EXAC,0,0
pulm_wheezing,CL_WHZ_VIRAL_TRIGGER,0,0
pulm_wheezing,CL_WHZ_ALLERGIC_REACTION,0,0
sinus_pressure,CL_SP_PRIMARY,0,0
sinus_pressure,CL_SP_SECONDARY,0,0
sinus_pressure,CL_SP_BENIGN,0,0
sinus_pressure,CL_SP_VIRAL_RHINOSINUSITIS,0,0
sinus_pressure,CL_SP_ALLERGIC_RHINITIS,0,0
sinus_pressure,CL_SP_ACUTE_BACTERIAL_SINUSITIS,0,0
sinus_pressure,CL_SP_DENTAL_SOURCE,0,0
sore_throat,CL_ST_STREP_PHARYNGITIS,0,0
sore_throat,CL_ST_VIRAL_PHARYNGITIS,0,0
sore_throat,CL_ST_POSTNASAL_DRIP,0,0
tox_overdose_intoxication,CL_TOX_OPIOID_LIKE,0,0
tox_overdose_intoxication,CL_TOX_STIMULANT_LIKE,0,0
tox_overdose_intoxication,CL_TOX_SEDATIVE_LIKE,0,0
tox_overdose_intoxication,CL_TOX_ANTICHOLINERGIC_LIKE,0,0
tox_overdose_intoxication,CL_TOX_SEROTONIN_LIKE,0,0
tox_overdose_intoxication,CL_TOX_MIXED_UNKNOWN,0,0
tox_poisoning_exposure,CL_TOXPX_CORROSIVE_INJURY,0,0
tox_poisoning_exposure,CL_TOXPX_INHALATION_INJURY,0,0
tox_poisoning_exposure,CL_TOXPX_SYSTEMIC_TOXICITY,0,0
tox_poisoning_exposure,CL_TOXPX_GI_TOXICITY,0,0
tox_poisoning_exposure,CL_TOXPX_UNKNOWN_EXPOSURE,0,0
tox_withdrawal,CL_TOXWD_SEVERE_WITHDRAWAL,0,0
tox_withdrawal,CL_TOXWD_MODERATE_WITHDRAWAL,0,0
tox_withdrawal,CL_TOXWD_MILD_WITHDRAWAL,0,0
