CC_ID,RF_ID,FIRE_COUNT,TOTAL_TESTS,TRIGGER_EXPR
gu_testicular_pain_prostatitis,RF_TP_TORSION,0,0,answers.Q_TP_SUDDEN_ONSET == 'yes' && answers.Q_TP_SEVERE_PAIN == 'yes' && answers.Q_TP_UNILATERAL == 'yes'
gu_testicular_pain_prostatitis,RF_TP_FOURNIER,0,0,answers.Q_TP_FEVER == 'yes' && (answers.Q_TP_SKIN_CHANGES == 'yes' || answers.Q_TP_CREPITUS == 'yes')
gu_testicular_pain_prostatitis,RF_TP_HERNIA,0,0,answers.Q_TP_GROIN_BULGE == 'yes' && answers.Q_TP_OBSTRUCTION_SX == 'yes'
gu_testicular_pain_prostatitis,RF_TP_PROSTATITIS_SEPTIC,0,0,answers.Q_TP_FEVER == 'yes' && answers.Q_TP_RETENTION == 'yes'
gu_testicular_pain_prostatitis,RF_TP_TRAUMA_SEVERE,0,0,answers.Q_TP_TRAUMA == 'yes' && answers.Q_TP_SWELLING == 'yes' && answers.Q_TP_SEVERE_PAIN == 'yes'
gu_urinary_retention,RF_URET_CES,0,0,answers.Q_URET_NEURO == 'yes'
gu_urinary_retention,RF_URET_CLOTS,0,0,answers.Q_URET_BLOOD == 'yes'
gu_urinary_retention,RF_URET_ACUTE,0,0,answers.Q_URET_UNABLE == 'yes' && answers.Q_URET_PAIN == 'yes'
gu_uti_symptoms,RF_UTI_UROSEPSIS,0,0,answers.Q_UTI_FEVER == 'yes' && (answers.Q_UTI_CONFUSION == 'yes' || answers.Q_UTI_WEAKNESS == 'yes')
gu_uti_symptoms,RF_UTI_PYELO,0,0,answers.Q_UTI_FLANK_PAIN == 'yes' && answers.Q_UTI_FEVER == 'yes'
gu_uti_symptoms,RF_UTI_PREGNANCY,0,0,answers.Q_UTI_PREGNANT == 'yes' && (answers.Q_UTI_DYSURIA == 'yes' || answers.Q_UTI_FREQUENCY == 'yes')
gu_uti_symptoms,RF_UTI_IMMUNO,0,0,answers.Q_UTI_IMMUNOCOMPROMISED == 'yes' && answers.Q_UTI_FEVER == 'yes'
gu_uti_symptoms,RF_UTI_RETENTION,0,0,answers.Q_UTI_RETENTION == 'yes'
gu_uti_symptoms,RF_UTI_HEMATURIA_SEVERE,0,0,answers.Q_UTI_GROSS_HEMATURIA == 'yes' && answers.Q_UTI_CLOTS == 'yes'
gu_vaginal_bleeding,RF_VBLD_HEMODYNAMIC,0,0,answers.Q_VBLD_HEAVY == 'yes' || answers.Q_VBLD_FAINT == 'yes'
gu_vaginal_bleeding,RF_VBLD_PREG,0,0,answers.Q_VBLD_PREG == 'yes'
gu_vaginal_bleeding,RF_VBLD_POSTPARTUM,0,0,answers.Q_VBLD_POSTPARTUM == 'yes'
gu_vaginal_bleeding,RF_VBLD_PAIN,0,0,answers.Q_VBLD_PAIN == 'yes'
gyn_pelvic_pain,RF_PP_ECTOPIC,0,0,answers.Q_PP_PREGNANT == 'yes' && answers.Q_PP_VAGINAL_BLEEDING == 'yes'
gyn_pelvic_pain,RF_PP_TORSION,0,0,answers.Q_PP_SUDDEN_ONSET == 'yes' && answers.Q_PP_SEVERE_UNILATERAL == 'yes' && answers.Q_PP_NAUSEA == 'yes'
gyn_pelvic_pain,RF_PP_SEPSIS,0,0,answers.Q_PP_FEVER == 'yes' && (answers.Q_PP_CONFUSION == 'yes' || answers.Q_PP_HYPOTENSION == 'yes')
gyn_pelvic_pain,RF_PP_APPENDICITIS,0,0,answers.Q_PP_RLQ_PAIN == 'yes' && answers.Q_PP_FEVER == 'yes' && answers.Q_PP_ANOREXIA == 'yes'
gyn_pelvic_pain,RF_PP_PID,0,0,answers.Q_PP_FEVER == 'yes' && answers.Q_PP_DISCHARGE == 'yes' && answers.Q_PP_STI_RISK == 'yes'
gyn_pelvic_pain,RF_PP_PREGNANCY_RISK,0,0,answers.Q_PP_MISSED_PERIOD == 'yes'
headache,RF_NEURO_DEFICIT,0,0,answers.Q_HA_NEURO_DEFICIT == 'yes'
headache,RF_NEURO_SEIZURE,0,0,answers.Q_HA_SEIZURE == 'yes'
id_animal_bite_wound_infection,RF_IDBW_NEC_FAS,0,0,answers.Q_IDBW_PAIN_OUT == 'yes' && (answers.Q_IDBW_FEVER == 'yes' || answers.Q_IDBW_SPREADING == 'yes')
id_animal_bite_wound_infection,RF_IDBW_SYSTEMIC,0,0,answers.Q_IDBW_FEVER == 'yes' && answers.Q_IDBW_SPREADING == 'yes'
id_animal_bite_wound_infection,RF_IDBW_HIGH_RISK_BITE,0,0,answers.Q_IDBW_DEEP == 'yes' || answers.Q_IDBW_IMMUNO == 'yes'
id_animal_bite_wound_infection,RF_IDBW_RABIES,0,0,answers.Q_IDBW_RABIES_RISK == 'yes'
id_fever,RF_IDF_SEPSIS_AMS,0,0,answers.Q_IDF_CONFUSION == 'yes'
id_fever,RF_IDF_RESP,0,0,answers.Q_IDF_SOB == 'yes'
id_fever,RF_IDF_MENINGITIS,0,0,answers.Q_IDF_NECK_STIFF == 'yes'
id_fever,RF_IDF_PURPURA,0,0,answers.Q_IDF_RASH_PURPLE == 'yes'
id_fever,RF_IDF_NEUTROPENIC,0,0,answers.Q_IDF_IMMUNO == 'yes'
id_flu_like,RF_IDFL_RESP,0,0,answers.Q_IDFL_SOB == 'yes' || answers.Q_IDFL_CP == 'yes'
id_flu_like,RF_IDFL_DEHYD,0,0,answers.Q_IDFL_DEHYD == 'yes'
id_flu_like,RF_IDFL_HIGH_RISK_WORSE,0,0,answers.Q_IDFL_HIGH_RISK == 'yes' && (answers.Q_IDFL_SOB == 'yes' || answers.Q_IDFL_DEHYD == 'yes' || answers.Q_IDFL_FEVER == 'yes')
insomnia,RF_I_SOB,0,0,answers.Q_I_SOB == 'yes'
insomnia,RF_I_FEVER_PAIN,0,0,answers.Q_I_FEVER == 'yes' && answers.Q_I_PAIN == 'yes'
msk_back_pain,RF_BKPN_CES,0,0,answers.Q_BKPN_SADDLE == 'yes'
msk_back_pain,RF_BKPN_NEURO,0,0,answers.Q_BKPN_WEAK == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_back_pain,RF_BKPN_INFECTION,0,0,answers.Q_BKPN_FEVER == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_back_pain,RF_BKPN_FRACTURE,0,0,answers.Q_BKPN_TRAUMA == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_joint_pain,RF_JTPN_SEPTIC,0,0,answers.Q_JTPN_HOT == 'yes' && answers.Q_JTPN_FEVER == 'yes'
msk_joint_pain,RF_JTPN_FRACTURE,0,0,answers.Q_JTPN_TRAUMA == 'yes' && answers.Q_JTPN_UNABLE_WEIGHT == 'yes'
msk_sprain_injury,RF_SINJ_OPEN_FX,0,0,answers.Q_SINJ_OPEN == 'yes' || answers.Q_SINJ_DEFORM == 'yes'
msk_sprain_injury,RF_SINJ_NV_COMPROMISE,0,0,answers.Q_SINJ_NEUROVASCULAR == 'yes'
msk_sprain_injury,RF_SINJ_COMPARTMENT,0,0,answers.Q_SINJ_SEVERE == 'yes' && answers.Q_SINJ_UNABLE_WEIGHT == 'yes'
neuro_confusion_ams,RF_AMS_ALL,0,0,answers.Q_AMS_STROKE_SIGNS == 'yes' || (answers.Q_AMS_FEVER == 'yes' && answers.Q_AMS_HEADACHE == 'yes') || answers.Q_AMS_LOW_GLUCOSE == 'yes' || answers.Q_AMS_TOXIC == 'yes' || answers.Q_AMS_SUDDEN == 'yes'
neuro_dizziness_vertigo,RF_DIZV_STROKE,0,0,answers.Q_DIZV_NEURODEF == 'yes' || answers.Q_DIZV_KIND == 'off_balance'
neuro_dizziness_vertigo,RF_DIZV_CARDIAC,0,0,answers.Q_DIZV_CARDIAC == 'yes'
neuro_dizziness_vertigo,RF_DIZV_CENTRAL,0,0,answers.Q_DIZV_HEADACHE == 'yes'
neuro_headache,RF_NHA_SAH,0,0,answers.Q_NHA_THUNDER == 'yes'
neuro_headache,RF_NHA_STROKE,0,0,answers.Q_NHA_NEURODEF == 'yes'
neuro_headache,RF_NHA_MENINGITIS,0,0,answers.Q_NHA_FEVER_NECK == 'yes'
neuro_headache,RF_NHA_TRAUMA,0,0,answers.Q_NHA_TRAUMA == 'yes'
neuro_headache,RF_NHA_VISION,0,0,answers.Q_NHA_EYE == 'yes'
neuro_seizure,RF_SEIZ_ALL,0,0,answers.Q_SEIZ_FIRST == 'yes' || answers.Q_SEIZ_ONGOING == 'yes' || answers.Q_SEIZ_INJURY == 'yes' || answers.Q_SEIZ_PREG_POSTPARTUM == 'yes' || answers.Q_SEIZ_FEVER == 'yes' || answers.Q_SEIZ_METABOLIC == 'yes'
neuro_syncope,RF_SYNC_CARDIAC,0,0,answers.Q_SYNC_EXERT == 'yes' || answers.Q_SYNC_CARDIAC == 'yes'
neuro_syncope,RF_SYNC_STROKE,0,0,answers.Q_SYNC_NEURODEF == 'yes'
neuro_syncope,RF_SYNC_TRAUMA,0,0,answers.Q_SYNC_INJURY == 'yes'
neuro_syncope,RF_SYNC_BLEED,0,0,answers.Q_SYNC_BLEED == 'yes'
neuro_syncope,RF_SYNC_PREG,0,0,answers.Q_SYNC_PREG == 'yes'
neuro_weakness_numbness,RF_WKNUM_STROKE,0,0,answers.Q_WKNUM_SUDDEN == 'yes' && (answers.Q_WKNUM_FACE_SPEECH == 'yes' || answers.Q_WKNUM_ONE_SIDE == 'yes' || answers.Q_WKNUM_VISION == 'yes')
neuro_weakness_numbness,RF_WKNUM_SPINAL,0,0,answers.Q_WKNUM_SPINAL == 'yes'
ophtho_eye_pain_foreign_body,RF_OEPFB_CHEMICAL,0,0,answers.Q_OEPFB_CHEMICAL == 'yes'
ophtho_eye_pain_foreign_body,RF_OEPFB_PENETRATING_RISK,0,0,answers.Q_OEPFB_METAL_WORK == 'yes'
ophtho_eye_pain_foreign_body,RF_OEPFB_KERATITIS_RISK,0,0,answers.Q_OEPFB_CONTACT == 'yes' && (answers.Q_OEPFB_SEVERE_PAIN == 'yes' || answers.Q_OEPFB_PHOTOPHOBIA == 'yes' || answers.Q_OEPFB_VISION_CHANGE == 'yes')
ophtho_eye_pain_foreign_body,RF_OEPFB_VISION,0,0,answers.Q_OEPFB_VISION_CHANGE == 'yes'
ophtho_red_eye,RF_ORE_KERATITIS_RISK,0,0,answers.Q_ORE_CONTACT == 'yes' && (answers.Q_ORE_PAIN == 'yes' || answers.Q_ORE_VISION_CHANGE == 'yes' || answers.Q_ORE_PHOTOPHOBIA == 'yes')
ophtho_red_eye,RF_ORE_UVEITIS_GLAUCOMA,0,0,answers.Q_ORE_PAIN == 'yes' && (answers.Q_ORE_VISION_CHANGE == 'yes' || answers.Q_ORE_PHOTOPHOBIA == 'yes')
ophtho_red_eye,RF_ORE_CHEMICAL_TRAUMA,0,0,answers.Q_ORE_TRAUMA == 'yes' || answers.Q_ORE_CHEMICAL_EXPOSURE == 'yes' || answers.Q_ORE_TRAUMA_HIGH_VELOCITY == 'yes'
ophtho_vision_loss,RF_OVL_EMERG_SUDDEN,0,0,answers.Q_OVL_SUDDEN == 'yes'
ophtho_vision_loss,RF_OVL_STROKE,0,0,answers.Q_OVL_NEURODEF == 'yes'
ophtho_vision_loss,RF_OVL_TRAUMA,0,0,answers.Q_OVL_TRAUMA == 'yes'
ophtho_vision_loss,RF_OVL_RETINAL_DETACH,0,0,answers.Q_OVL_FLASHES_FLOATERS == 'yes'
ortho_trauma_fracture_dislocation,RF_OTFX_OPEN_FX,0,0,answers.Q_OTFX_OPEN == 'yes'
ortho_trauma_fracture_dislocation,RF_OTFX_NV,0,0,answers.Q_OTFX_NEUROVASCULAR == 'yes'
ortho_trauma_fracture_dislocation,RF_OTFX_COMPARTMENT,0,0,answers.Q_OTFX_SEVERE == 'yes' && answers.Q_OTFX_UNABLE_WEIGHT == 'yes'
ortho_trauma_fracture_dislocation,RF_OTFX_DISLOC,0,0,answers.Q_OTFX_DEFORM == 'yes'
ortho_trauma_head_injury,RF_OTHI_ICH_RISK,0,0,answers.Q_OTHI_NEURODEF == 'yes' || (answers.Q_OTHI_BLOOD_THINNER == 'yes' && answers.Q_OTHI_VOMIT == 'yes')
ortho_trauma_head_injury,RF_OTHI_SEVERE,0,0,answers.Q_OTHI_VOMIT == 'yes' && answers.Q_OTHI_SEVERE_HEADACHE == 'yes'
ortho_trauma_head_injury,RF_OTHI_HIGH_MECH,0,0,answers.Q_OTHI_DANGER_MECH == 'yes'
ortho_trauma_laceration,RF_OTLAC_UNCONTROLLED,0,0,answers.Q_OTLAC_BLEEDING_UNCONTROLLED == 'yes'
ortho_trauma_laceration,RF_OTLAC_NEURO_TENDON,0,0,answers.Q_OTLAC_TENDON == 'yes' || answers.Q_OTLAC_NUMB == 'yes'
ortho_trauma_laceration,RF_OTLAC_DEEP_HIGHRISK,0,0,answers.Q_OTLAC_DEEP == 'yes' && answers.Q_OTLAC_FACE_HAND == 'yes'
ortho_trauma_laceration,RF_OTLAC_CONTAMINATED,0,0,answers.Q_OTLAC_DIRTY == 'yes'
persistent_cough,RF_PCOUGH_001,0,0,answers.Q_COUGH_SOB == 'yes' && answers.Q_COUGH_CP == 'yes'
persistent_cough,RF_PCOUGH_002,0,0,answers.Q_COUGH_CP == 'yes' && (answers.Q_COUGH_LEG_SWELL == 'yes' || answers.Q_COUGH_RECENT_SX == 'yes')
persistent_cough,RF_PCOUGH_003,0,0,answers.Q_COUGH_CP == 'yes'
persistent_cough,RF_PCOUGH_004,0,0,answers.Q_COUGH_HEMOP == 'yes'
persistent_cough,RF_PCOUGH_005,0,0,answers.Q_COUGH_O2LOW == 'yes'
persistent_cough,RF_PCOUGH_006,0,0,answers.Q_COUGH_SOB == 'yes' && answers.Q_COUGH_CP != 'yes'
psych_agitation_psychosis,RF_PAGIT_DANGER,0,0,answers.Q_PAGIT_VIOLENT == 'yes' || answers.Q_PAGIT_UNABLE_SAFE == 'yes'
psych_agitation_psychosis,RF_PAGIT_PSYCHOSIS,0,0,answers.Q_PAGIT_HALLUC == 'yes'
psych_agitation_psychosis,RF_PAGIT_MEDICAL,0,0,answers.Q_PAGIT_FEVER == 'yes'
psych_agitation_psychosis,RF_PAGIT_SUBSTANCE_RISK,0,0,answers.Q_PAGIT_SUBSTANCE == 'yes' && (answers.Q_PAGIT_VIOLENT == 'yes' || answers.Q_PAGIT_HALLUC == 'yes')
psych_anxiety_panic,RF_PANX_MEDICAL_MIMIC,0,0,answers.Q_PANX_CP == 'yes' || answers.Q_PANX_SOB == 'yes' || answers.Q_PANX_SYNCOPE == 'yes' || answers.Q_PANX_NEW_NEURO == 'yes' || answers.Q_PANX_FEVER == 'yes'
psych_anxiety_panic,RF_PANX_SUICIDE_RISK,0,0,answers.Q_PANX_SI == 'yes'
psych_depression_suicidal_ideation,RF_PDEP_IMMEDIATE_SAFETY,0,0,answers.Q_PDEP_SI == 'yes' && answers.Q_PDEP_INTENT == 'yes'
psych_depression_suicidal_ideation,RF_PDEP_PSYCHOSIS_RISK,0,0,answers.Q_PDEP_PSYCHOSIS == 'yes'
psych_depression_suicidal_ideation,RF_PDEP_INTOX_RISK,0,0,answers.Q_PDEP_SUBSTANCE == 'yes' && answers.Q_PDEP_SI == 'yes'
psych_depression_suicidal_ideation,RF_PDEP_GRAVE_DISABILITY,0,0,answers.Q_PDEP_GRAVE == 'yes'
pulm_chest_tightness,RF_PCT_ACS_LIKE,0,0,answers.Q_PCT_PRESSURE == 'yes' && answers.Q_PCT_EXERT == 'yes'
pulm_chest_tightness,RF_PCT_PE_LIKE,0,0,answers.Q_PCT_RISK == 'yes' && answers.Q_PCT_SOB == 'yes'
pulm_cough,RF_PCO_PE_RISK,0,0,answers.Q_PCO_SOB == 'yes' && answers.Q_PCO_LEG_SWELLING == 'yes'
pulm_cough,RF_PCO_RESP_DISTRESS,0,0,answers.Q_PCO_SOB == 'yes'
pulm_cough,RF_PCO_HEMOPTYSIS,0,0,answers.Q_PCO_BLOOD == 'yes'
pulm_hemoptysis,RF_HEMO_MASSIVE,0,0,answers.Q_HEMO_SOB == 'yes'
pulm_hemoptysis,RF_HEMO_PE_RISK,0,0,answers.Q_HEMO_RISK == 'yes' && answers.Q_HEMO_CP == 'yes'
pulm_shortness_of_breath,RF_SOB_SEVERE,0,0,answers.Q_SOB_CYANOSIS == 'yes' || answers.Q_SOB_REST == 'yes'
pulm_shortness_of_breath,RF_SOB_ACS,0,0,answers.Q_SOB_CP == 'yes'
pulm_shortness_of_breath,RF_SOB_PE,0,0,answers.Q_SOB_ONSET == 'yes' && answers.Q_SOB_LEG_SWELLING == 'yes'
pulm_wheezing,RF_WHZ_ANAPHYLAXIS,0,0,answers.Q_WHZ_ALLERGY == 'yes'
pulm_wheezing,RF_WHZ_SEVERE_ASTHMA,0,0,answers.Q_WHZ_SOB == 'yes' && answers.Q_WHZ_SPEAKING == 'yes'
sinus_pressure,RF_SP_SOB,0,0,answers.Q_SP_SOB == 'yes'
sinus_pressure,RF_SP_FEVER_PAIN,0,0,answers.Q_SP_FEVER == 'yes' && answers.Q_SP_PAIN == 'yes'
sore_throat,RF_ST_AIRWAY,0,0,answers.Q_STRIDOR == 'yes' || answers.Q_UNABLE_TO_SWALLOW_SALIVA == 'yes' || answers.Q_DROOLING == 'yes'
sore_throat,RF_ST_PERITONSILLAR,0,0,answers.Q_MUFFLED_VOICE == 'yes' && answers.Q_TRISMUS == 'yes'
sore_throat,RF_ST_NECK_SWELLING,0,0,answers.Q_NECK_SWELLING == 'yes' && answers.Q_FEVER == 'yes'
sore_throat,RF_ST_DYSPNEA,0,0,answers.Q_SHORTNESS_OF_BREATH == 'yes'
sore_throat,RF_ST_IMMUNOCOMP,0,0,modifiers.immunocompromised == true
sore_throat,RF_ST_PERSISTENT,0,0,answers.Q_DURATION_DAYS >= 10
sore_throat,RF_ST_SCARLET,0,0,answers.Q_RASH == 'yes' && answers.Q_FEVER == 'yes'
tox_overdose_intoxication,RF_TOXOD_RESP_FAILURE,0,0,answers.Q_TOXOD_SLOW_BREATH == 'yes'
tox_overdose_intoxication,RF_TOXOD_SEIZURE,0,0,answers.Q_TOXOD_SEIZURE == 'yes'
tox_overdose_intoxication,RF_TOXOD_AMS,0,0,answers.Q_TOXOD_AMS == 'yes'
tox_overdose_intoxication,RF_TOXOD_CARDIAC,0,0,answers.Q_TOXOD_CHEST_PAIN == 'yes'
tox_overdose_intoxication,RF_TOX_SEROTONIN,0,0,answers.Q_TOXOD_TREMOR_CLONUS == 'yes' && answers.Q_TOXOD_HYPERTHERMIA == 'yes'
tox_poisoning_exposure,RF_TOXPX_CORROSIVE,0,0,answers.Q_TOXPX_CORROSIVE == 'yes'
tox_poisoning_exposure,RF_TOXPX_INHALATION,0,0,answers.Q_TOXPX_INHALATION == 'yes'
tox_poisoning_exposure,RF_TOXPX_AMS,0,0,answers.Q_TOXPX_AMS == 'yes'
tox_poisoning_exposure,RF_TOXPX_CARDIAC,0,0,answers.Q_TOXPX_CHEST_PAIN == 'yes'
tox_withdrawal,RF_TOXWD_SEIZURE,0,0,answers.Q_TOXWD_SEIZURE == 'yes'
tox_withdrawal,RF_TOXWD_DT_LIKE,0,0,answers.Q_TOXWD_HALLUC == 'yes'
tox_withdrawal,RF_TOXWD_CARDIO,0,0,answers.Q_TOXWD_CHEST_PAIN == 'yes'
tox_withdrawal,RF_TOXWD_DEHYD,0,0,answers.Q_TOXWD_VOMIT == 'yes'
